#    Z                A               B               C                     sigma_A      sigma_B      sigma_C  
  8.9000e-03 	  3.3762e-03 	  7.9451e+00 	  4.4452e-01    	  5.3755e-04   1.5929e-01   9.8306e-03 
  9.0000e-03 	  3.3762e-03 	  7.9486e+00 	  4.4454e-01    	  5.3825e-04   1.5947e-01   9.8433e-03 
  9.1000e-03 	  3.3674e-03 	  7.9547e+00 	  4.4440e-01    	  5.3794e-04   1.5980e-01   9.8574e-03 
  9.2000e-03 	  3.3594e-03 	  7.9605e+00 	  4.4429e-01    	  5.3801e-04   1.6021e-01   9.8770e-03 
  9.3000e-03 	  3.3488e-03 	  7.9670e+00 	  4.4412e-01    	  5.3756e-04   1.6058e-01   9.8924e-03 
  9.4000e-03 	  3.2862e-03 	  7.9892e+00 	  4.4315e-01    	  5.2423e-04   1.5957e-01   9.7831e-03 
  9.5000e-03 	  3.2687e-03 	  7.9978e+00 	  4.4286e-01    	  5.2306e-04   1.6006e-01   9.8000e-03 
  9.6000e-03 	  3.2504e-03 	  8.0066e+00 	  4.4256e-01    	  5.2227e-04   1.6070e-01   9.8254e-03 
  9.7000e-03 	  3.2312e-03 	  8.0158e+00 	  4.4224e-01    	  5.2126e-04   1.6134e-01   9.8499e-03 
  9.8000e-03 	  3.2048e-03 	  8.0271e+00 	  4.4178e-01    	  5.1946e-04   1.6210e-01   9.8757e-03 
  9.9000e-03 	  3.1741e-03 	  8.0399e+00 	  4.4125e-01    	  5.1710e-04   1.6294e-01   9.9015e-03 
  1.0000e-02 	  3.1565e-03 	  8.0485e+00 	  4.4101e-01    	  5.1728e-04   1.6387e-01   9.9463e-03 
  1.0100e-02 	  3.1510e-03 	  8.0540e+00 	  4.4093e-01    	  5.1636e-04   1.6389e-01   9.9431e-03 
  1.0200e-02 	  3.1444e-03 	  8.0598e+00 	  4.4082e-01    	  5.1534e-04   1.6388e-01   9.9382e-03 
  1.0300e-02 	  3.1411e-03 	  8.0646e+00 	  4.4079e-01    	  5.1513e-04   1.6398e-01   9.9428e-03 
  1.0400e-02 	  3.1319e-03 	  8.0711e+00 	  4.4063e-01    	  5.1361e-04   1.6398e-01   9.9355e-03 
  1.0500e-02 	  3.1221e-03 	  8.0779e+00 	  4.4045e-01    	  5.1202e-04   1.6399e-01   9.9283e-03 
  1.0600e-02 	  3.1179e-03 	  8.0827e+00 	  4.4039e-01    	  5.1149e-04   1.6400e-01   9.9267e-03 
  1.0700e-02 	  3.1535e-03 	  8.0748e+00 	  4.4094e-01    	  5.2266e-04   1.6568e-01   1.0058e-02 
  1.0800e-02 	  3.1401e-03 	  8.0826e+00 	  4.4069e-01    	  5.2086e-04   1.6581e-01   1.0055e-02 
  1.0900e-02 	  3.1327e-03 	  8.0884e+00 	  4.4057e-01    	  5.2006e-04   1.6593e-01   1.0057e-02 
  1.1000e-02 	  3.1279e-03 	  8.0933e+00 	  4.4049e-01    	  5.1941e-04   1.6598e-01   1.0056e-02 
  1.1100e-02 	  3.1203e-03 	  8.0990e+00 	  4.4036e-01    	  5.1846e-04   1.6606e-01   1.0055e-02 
  1.1200e-02 	  3.1134e-03 	  8.1045e+00 	  4.4024e-01    	  5.1740e-04   1.6607e-01   1.0051e-02 
  1.1300e-02 	  3.1031e-03 	  8.1111e+00 	  4.4004e-01    	  5.1603e-04   1.6619e-01   1.0050e-02 
  1.1400e-02 	  3.0965e-03 	  8.1164e+00 	  4.3992e-01    	  5.1520e-04   1.6628e-01   1.0050e-02 
  1.1500e-02 	  3.0828e-03 	  8.1241e+00 	  4.3966e-01    	  5.1348e-04   1.6643e-01   1.0047e-02 
  1.1600e-02 	  3.0742e-03 	  8.1300e+00 	  4.3950e-01    	  5.1253e-04   1.6658e-01   1.0049e-02 
  1.1700e-02 	  3.0657e-03 	  8.1358e+00 	  4.3933e-01    	  5.1147e-04   1.6669e-01   1.0049e-02 
  1.1800e-02 	  3.0556e-03 	  8.1422e+00 	  4.3915e-01    	  5.1041e-04   1.6690e-01   1.0053e-02 
  1.1900e-02 	  3.0483e-03 	  8.1477e+00 	  4.3900e-01    	  5.0936e-04   1.6697e-01   1.0051e-02 
  1.2000e-02 	  3.0423e-03 	  8.1526e+00 	  4.3890e-01    	  5.0874e-04   1.6707e-01   1.0053e-02 
  1.2100e-02 	  3.0274e-03 	  8.1605e+00 	  4.3859e-01    	  5.0672e-04   1.6721e-01   1.0048e-02 
  1.2200e-02 	  3.0189e-03 	  8.1663e+00 	  4.3843e-01    	  5.0606e-04   1.6749e-01   1.0057e-02 
  1.2300e-02 	  3.0095e-03 	  8.1723e+00 	  4.3824e-01    	  5.0469e-04   1.6754e-01   1.0053e-02 
  1.2400e-02 	  3.0001e-03 	  8.1783e+00 	  4.3805e-01    	  5.0381e-04   1.6774e-01   1.0057e-02 
  1.2500e-02 	  2.9881e-03 	  8.1851e+00 	  4.3781e-01    	  5.0243e-04   1.6794e-01   1.0058e-02 
  1.2600e-02 	  2.9769e-03 	  8.1917e+00 	  4.3759e-01    	  5.0116e-04   1.6816e-01   1.0061e-02 
  1.2700e-02 	  2.9663e-03 	  8.1980e+00 	  4.3737e-01    	  4.9989e-04   1.6832e-01   1.0062e-02 
